timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:16,660460162a2b3e5c554cf140,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$60,000 - $69,999",Liberal,I believe it was a natural virus but I question the efficacy of the vaccines and masks,Work,Compassion,Introverted,"Confident, Friendly",beach/pool time,3,"Trust, Shared experiences",Family,the birth of my daughter ,fun-loving,go out to dinner with my husband,"ignore: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",ignore: all 
4/21/25 19:16,5ce1f31a27efac0018821eed,45-54,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$10,000 - $19,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Analytical,"Reserved, Awkward",writimg,3,"Trust, Intellectual connection",Career growth,the deaths of my parents,kindness,buy music CD's to sell,"like post 1,2, 3; ignore 4, 6-10; this post contains misinformation",like-post 11-13
4/21/25 19:16,66b96a1bccbb002158c59bd3,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Reserved,gardening,5,"Trust, Fun",Financial stability,birth of my children,loyality,pay off a bill,"like 1,2,3,4","like 12,23  comment - post 29:  this is just stupid"
4/21/25 19:16,673e079dfb59333c4f4a3867,18-24,Female,No Religion,Asian,High school diploma/A-levels,English,Suburban,"Less than $10,000",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Thoughtful,Awkward,Video games,2,"Fun, Shared experiences",Financial stability,Graduating from high school ,Humor,Save it!,"like-post: 6
share-post: 2, 3
ignore-post: 1, 4, 5, 7, 8, 9, 10","like-post: 11, 12, 19, 26
share-post: 12, 13, 22, 23, 26, 29
ignore: 14, 15, 16, 17, 18, 21, 24, 25, 27, 28, 30
comment-post: 20: What else could it mean? "
4/21/25 19:16,67e8256e3ab0b27afd3bf68a,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$40,000 - $49,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Analytical,Friendly,Going out,2,"Loyalty, Shared experiences",Family,Going out with my family,trust,Pay for my children's vacation,"like - post:  1, 5 
share - post : 4
comment - post : 7: I love this post! On smart temperature control mattress.
Add-note: 10: The article contains misinformation about COVID- 19","like- post : 22, 26
share -post : 18,24, 26
comment- post: 26: I love this too!
Add note: 16: The article contains misinformation"
4/21/25 19:16,67d83dbc9841fee871a6bebf,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Ambition, Community","Thoughtful, Outgoing, Analytical","Confident, Reserved",cooking,3,"Trust, Loyalty, Intellectual connection, Shared experiences",Family,having graduated  ,trust,donate it,"like-post: 1, 2, 3, 7
share-post: 2, 8, 9
comment-post: 1: That microwave is insane! Wonder when it'll stream Netflix next.
add-note: 10: This article is spreading misinformation. Health professionals and research affirm that vaccines and boosters continue to protect against severe illness from omicron.
ignore-post: 4, 5, 6","like-post: 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30
add-note: 20: The claim is false.
add-note: 29: The claim is false. COVID-19 immunization is not a grounds for life insurance companies to refuse to cover you. "
4/21/25 19:17,67d3768e33dab46007042d57,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Extroverted,Confident,Drawing,2,"Trust, Loyalty, Intellectual connection, Emotional connection",Family,Vacation with my family,Loyalty,Buy my husband a present since it's his upcoming birthday,"like-post: 1, 2, 3, 7, 8, 9
share-post: 2, 7, 8
comment-post: This could  be a game changer
add-note: 10: This is false. COVID-19 vaccines and boosters do offer protection against severe illness from omicron and other variants. Multiple studies confirm reduced hospitalizations
","like-post: 11, 12, 13, 14, 15, 19, 21, 22, 24, 26, 28, 30
share-post: 11, 12, 14, 19, 21, 26
comment-post: 19: Incredible footage. These officers saved a life—well done.
add-note: 29: Incorrect. COVID-19 vaccines are not experimental, and life insurance payouts are not denied based on vaccine status."
4/21/25 19:17,67acb9892d24db4d61a856f5,35-44,Female,No Religion,Hispanic or Latino,Technical/community college,"English, Spanish",Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,"Integrity, Compassion, Ambition",Extroverted,"Friendly, Reserved",shopping,5,"Trust, Loyalty, Emotional connection",Financial stability,having my son,trust,buy groceries,"like post 2, share post 2, comment post 3 i love this too!","like post 1. share post 2, post 3 very interesting! post 13 contains misinfo"
4/21/25 19:17,5f0a7dec44c42c19a6c9f6d9,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$40,000 - $49,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Ambition, Independence","Thoughtful, Analytical","Friendly, Reserved",working out,3,"Loyalty, Emotional connection",Family,Giving birth,loyalty,Save it.,"Like post: 1
share post: 1
Comment post 3: Despite what we been led to believe, you are absolutely correct!
add-note: post_id: 1: I don't think this claim is true.","Like post: post_id: 26 
Share post: 26
Comment post: post_id: 26 Despite the claims of being one of the worst presidents in us history, at least he did one good thing that helped expand global trade.
notes: 21: Hard to know if this is really accurate since it's only 50% verified.
"
4/21/25 19:17,67df19d8dfaa291bdd177c93,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Independence",Extroverted,Neutral,Reading books,2,"Fun, Loyalty",Personal development,Getting married,Trust,Grocery shopping,"Like: 1,2,3,4,5,6,7,8,9,10
Share post:2,5,8,9,10
Comment:1,3,4,8
Add note: none","Like: 11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
share: 16,18,22,27
Comment:11,15,17,19,20,26,30
Note: none"
4/21/25 19:17,5d6376ec7e447f001c971315,65-74,Female,No Religion,Black or African American,Technical/community college,English,Urban,"Less than $10,000",Very liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,"Integrity, Compassion, Independence",Extroverted,Neutral,I'ts personal/private,4,"Trust, Shared experiences",Financial stability,I'ts personal/private,trust,pay bills,Ignore all,Ignore all
4/21/25 19:17,67e35072851677c4f8034159,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$20,000 - $29,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,"Integrity, Compassion, Independence",Analytical,Reserved,Reading,3,"Loyalty, Intellectual connection",Financial stability,Becoming a father,Loyalty,I would add to my contribution for my son's summer camp,"like-post: 1, 2, 3, 7
share-post: 3, 7
comment-post: 3: Great roundup of the best tech in 2024!
add-note: 10: False claim, vaccines are effective against Omicron.

","like-post: 11, 12, 14, 15, 21, 22, 24, 26, 30
share-post: 11, 12, 14, 26, 30
comment-post: 30: Wallace & Gromit forever. Hope Netflix keeps the charm.
add-note: 20: False, Wisconsin did not have more votes than voters.
add-note: 29: False, life insurance does cover vaccinated individuals.








"
4/21/25 19:17,60ff50ad8ad970df506a9c6b,25-34,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,"Compassion, Community",Outgoing,"Reserved, Awkward",Reading,3,"Trust, Fun, Emotional connection",Travel,Studying abroad,Loyalty,Put it towards my credit card bill,"like-posts: 0
share-posts: 0
comment-post: 0
add-note: 0","like-posts: 11, 12, 15
share-posts: 0
comment-post: 0
add-note: 21: unverified by AI, 26: fact checked and proven mostly true by AI"
4/21/25 19:17,678d96b032eae41a56f4f55a,45-54,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Reserved,sports,7,Trust,Financial stability,the birth of my children,Honesty,I would save it,I feel the covid vaccines haven't been tested enough to be able to trust them,Life insurance should cover the deaths of people who die from the covid vaccine.
4/21/25 19:17,67cf6b116144730ec8906b48,25-34,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,Integrity,Introverted,Confident,Adventure,2,"Trust, Emotional connection",Financial stability,"One of the most meaningful events in my life was when I stepped out of my comfort zone to speak at a small community event. As an introvert, I usually prefer to stay behind the scenes, but this time I felt strongly about sharing my thoughts. ",loyalty,"I would use it to support something meaningful. First, I’d buy supplies for a local charity or community center—things like books for kids, hygiene products, or art supplies. I believe small acts like this can make a big difference. After that, I might invest in something that helps me learn, like a course or a book, to keep growing personally and professionally. Ultimately, I’d want the money to contribute to both others’ well-being and my own development.","like post;3,4
share post;6,7,8,10
comment post;3
","
like post;2,5,8
share post;7,8,15,16
comment post;7

"
4/21/25 19:17,5f70ff16b9894a71cb8f5d91,18-24,Female,Christianity,Black or African American,Technical/community college,English,Suburban,"$30,000 - $39,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Exercising / working out,Compassion,Introverted,Reserved,reading,4,"Trust, Loyalty",Personal development,Setting up for the superbowl after my school won a competion,loyalty,save it,"like-post: 1 3,4,5
add-note: 10 : blatant misinformation","Like-post: 11, 15
add-note: article 29 misinformation"
4/21/25 19:17,6298ec5a536b0a7876579a22,45-54,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,Compassion,Outgoing,Confident,Amateur analysis of crowdfunding campaigns,12,"Trust, Emotional connection",Family,My marriage to the wife,Genuineness,Save it,"like post 4
ignore 7,9
","like 23, 26"
4/21/25 19:17,67cde0aef70bb7c2d6a6ee74,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence","Extroverted, Thoughtful, Outgoing","Confident, Reserved, Neutral",Travelling,2,"Trust, Fun",Family,Giving birth to my child.,Loyalty,Grocery shopping,"like-post: 1, 4
share-post: 2
comment-post: 3: Totally agree with this perspective!
add-note: 5: This post contains misleading statistics that have been debunked by multiple sources. Always verify claims with reliable data.","like-post: 11, 12, 14, 24, 26, 28  
comment-post: 21: Honoring creatives inspires imagination & culture. Let's keep celebrating them.  
add-note: 20: False—Wisconsin did not have more votes than registered voters.  
add-note: 29: False—COVID-19 vaccines don’t void life insurance policies.
"
4/21/25 19:18,67e5ebfad8af26b1bb60e460,45-54,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Friendly,watching tv,1,"Fun, Loyalty",Financial stability,promotion at work,loyalty,get some groceries,"like-post: 1, 2, 3, 5, 6, 7
share-post: 2, 3, 7
comment-post: 1: A touchscreen microwave feels like peak 2025 energy. Can’t wait to stream while snacking.
comment-post: 6: Bowen Yang as a pygmy hippo? That alone makes 2024 worth revisiting.
add-note: 10: This claim is false. COVID-19 vaccines and boosters, while less effective against infection from some variants like omicron, still significantly reduce severe illness, hospitalization, and death.","like-post: 11, 12, 13, 14, 15, 21, 24, 26, 27, 30
share-post: 11, 12, 14, 26
comment-post: 13: Educational content for kids is so important—glad to see this being pushed.
comment-post: 30: Wallace & Gromit forever! British humor + claymation = magic. Can’t wait to see how Netflix handles it.
add-note: 20: This is false. According to the Wisconsin Elections Commission, there were more registered voters than ballots cast in 2020. No evidence of widespread fraud was found.
add-note: 29: This claim is inaccurate. COVID-19 vaccines are not classified as experimental, and life insurance policies continue to pay out regardless of vaccination status.


"
